queue,mode,producers,consumers,oversubscribe,capacity,qos,seconds,rate,trial,ops,elapsed_s,throughput_mops,mean_ns,p50_ns,p99_ns,p999_ns,max_ns,fair_cov,calib_ns,peak_rss_mb,unix_time
vyukov,throughput,2,2,1,1024,none,2.00,1000000,2,50679349,2.0051,25.275,0.0,0,0,0,0,0.0230,121359292,1.3,1783271644
faa,throughput,2,2,1,1024,none,2.00,1000000,2,53521505,2.0051,26.693,0.0,0,0,0,0,0.0011,121072125,1.2,1783271646
mutex,throughput,2,2,1,1024,none,2.00,1000000,2,45896293,2.0051,22.890,0.0,0,0,0,0,0.0050,123208667,1.4,1783271648
moody,throughput,2,2,1,1024,none,2.00,1000000,2,26024349,2.0051,12.979,0.0,0,0,0,0,0.0017,124519292,1.3,1783271651
ms,throughput,4,4,1,1024,none,2.00,1000000,2,11856375,2.0056,5.912,0.0,0,0,0,0,0.0425,122413875,11.1,1783271653
vyukov,throughput,4,4,1,1024,none,2.00,1000000,2,15509651,2.0017,7.748,0.0,0,0,0,0,0.0765,123106375,1.3,1783271656
faa,throughput,4,4,1,1024,none,2.00,1000000,2,33370233,2.0051,16.643,0.0,0,0,0,0,0.0008,123072541,1.3,1783271658
mutex,throughput,4,4,1,1024,none,2.00,1000000,2,38447559,2.0050,19.176,0.0,0,0,0,0,0.0040,124103791,1.5,1783271661
moody,throughput,4,4,1,1024,none,2.00,1000000,2,15776129,2.0051,7.868,0.0,0,0,0,0,0.1009,122597459,1.4,1783271663
ms,throughput,1,7,1,1024,none,2.00,1000000,2,47742413,9.3056,5.131,0.0,0,0,0,0,0.0000,120378917,676.5,1783271673
vyukov,throughput,1,7,1,1024,none,2.00,1000000,2,10715106,2.0056,5.342,0.0,0,0,0,0,0.0000,119300875,1.3,1783271675
faa,throughput,1,7,1,1024,none,2.00,1000000,2,40402490,2.0050,20.151,0.0,0,0,0,0,0.0000,123244750,1.3,1783271678
mutex,throughput,1,7,1,1024,none,2.00,1000000,2,23395901,2.0003,11.696,0.0,0,0,0,0,0.0000,121960750,1.5,1783271680
moody,throughput,1,7,1,1024,none,2.00,1000000,2,14459294,2.0052,7.211,0.0,0,0,0,0,0.0000,123974042,1.4,1783271683
ms,throughput,7,1,1,1024,none,2.00,1000000,2,9455013,2.0061,4.713,0.0,0,0,0,0,0.0627,124196458,4.3,1783271685
vyukov,throughput,7,1,1,1024,none,2.00,1000000,2,9178680,2.0051,4.578,0.0,0,0,0,0,0.0049,122919000,1.3,1783271688
faa,throughput,7,1,1,1024,none,2.00,1000000,2,40020022,2.0051,19.959,0.0,0,0,0,0,0.0015,121914958,1.3,1783271690
mutex,throughput,7,1,1,1024,none,2.00,1000000,2,14177440,2.0047,7.072,0.0,0,0,0,0,0.0118,123685542,1.6,1783271692
moody,throughput,7,1,1,1024,none,2.00,1000000,2,11763073,2.0051,5.866,0.0,0,0,0,0,0.1941,124939375,1.5,1783271695
ms,throughput,2,6,1,1024,none,2.00,1000000,2,31905907,5.2043,6.131,0.0,0,0,0,0,0.0078,123195500,682.2,1783271700
vyukov,throughput,2,6,1,1024,none,2.00,1000000,2,12139451,2.0064,6.050,0.0,0,0,0,0,0.0058,122743375,1.3,1783271703
faa,throughput,2,6,1,1024,none,2.00,1000000,2,28945657,2.0051,14.436,0.0,0,0,0,0,0.0016,121620416,1.3,1783271705
mutex,throughput,2,6,1,1024,none,2.00,1000000,2,31650087,2.0051,15.785,0.0,0,0,0,0,0.0007,126554208,1.5,1783271708
moody,throughput,2,6,1,1024,none,2.00,1000000,2,17159498,2.0051,8.558,0.0,0,0,0,0,0.0046,123900542,1.4,1783271710
ms,throughput,6,2,1,1024,none,2.00,1000000,2,9871037,2.0010,4.933,0.0,0,0,0,0,0.0481,123541667,5.2,1783271713
vyukov,throughput,6,2,1,1024,none,2.00,1000000,2,11586120,2.0051,5.778,0.0,0,0,0,0,0.0056,125007291,1.3,1783271715
faa,throughput,6,2,1,1024,none,2.00,1000000,2,33932281,2.0051,16.923,0.0,0,0,0,0,0.0016,124127000,1.4,1783271718
mutex,throughput,6,2,1,1024,none,2.00,1000000,2,25985293,2.0046,12.963,0.0,0,0,0,0,0.0145,123215500,1.6,1783271720
moody,throughput,6,2,1,1024,none,2.00,1000000,2,13032962,2.0023,6.509,0.0,0,0,0,0,0.1827,124442500,1.5,1783271722
ms,throughput,4,4,2,1024,none,2.00,1000000,2,14194548,2.5960,5.468,0.0,0,0,0,0,0.0938,122002542,160.7,1783271726
vyukov,throughput,4,4,2,1024,none,2.00,1000000,2,4429927,2.0067,2.208,0.0,0,0,0,0,0.0305,123415250,1.5,1783271728
faa,throughput,4,4,2,1024,none,2.00,1000000,2,35009456,2.0047,17.464,0.0,0,0,0,0,0.0127,123098458,1.4,1783271730
mutex,throughput,4,4,2,1024,none,2.00,1000000,2,30802736,2.0007,15.396,0.0,0,0,0,0,0.0106,122377291,1.7,1783271733
moody,throughput,4,4,2,1024,none,2.00,1000000,2,15798632,2.0053,7.879,0.0,0,0,0,0,0.1512,118003709,1.6,1783271735
ms,throughput,4,4,4,1024,none,2.00,1000000,2,16049277,2.9351,5.468,0.0,0,0,0,0,0.1672,116764250,264.8,1783271739
vyukov,throughput,4,4,4,1024,none,2.00,1000000,2,3520195,2.0137,1.748,0.0,0,0,0,0,0.0988,120022625,1.7,1783271741
faa,throughput,4,4,4,1024,none,2.00,1000000,2,59036618,2.0060,29.431,0.0,0,0,0,0,0.0070,123597292,1.8,1783271744
mutex,throughput,4,4,4,1024,none,2.00,1000000,2,28737272,2.0053,14.330,0.0,0,0,0,0,0.1457,125025000,2.0,1783271746
moody,throughput,4,4,4,1024,none,2.00,1000000,2,15495659,2.0055,7.727,0.0,0,0,0,0,0.1066,124295250,1.9,1783271748
ms,throughput,4,4,1,1024,all-int,2.00,1000000,2,17489489,2.4233,7.217,0.0,0,0,0,0,0.0345,123761250,240.8,1783271751
vyukov,throughput,4,4,1,1024,all-int,2.00,1000000,2,16470978,2.0051,8.215,0.0,0,0,0,0,0.0156,118433541,1.3,1783271754
faa,throughput,4,4,1,1024,all-int,2.00,1000000,2,33096020,2.0045,16.511,0.0,0,0,0,0,0.0015,122075125,1.3,1783271756
mutex,throughput,4,4,1,1024,all-int,2.00,1000000,2,38656810,2.0052,19.279,0.0,0,0,0,0,0.0086,117251291,1.5,1783271759
moody,throughput,4,4,1,1024,all-int,2.00,1000000,2,15399195,2.0051,7.680,0.0,0,0,0,0,0.0268,117860750,1.4,1783271761
ms,throughput,4,4,1,1024,all-bg,2.00,1000000,2,8436408,2.8082,3.004,0.0,0,0,0,0,0.0335,122384542,127.9,1783271764
vyukov,throughput,4,4,1,1024,all-bg,2.00,1000000,2,913716,2.0053,0.456,0.0,0,0,0,0,0.0283,122872917,1.3,1783271767
faa,throughput,4,4,1,1024,all-bg,2.00,1000000,2,28241024,2.0115,14.040,0.0,0,0,0,0,0.0051,120719958,1.3,1783271769
mutex,throughput,4,4,1,1024,all-bg,2.00,1000000,2,6912400,2.0053,3.447,0.0,0,0,0,0,0.0063,116638875,1.5,1783271772
moody,throughput,4,4,1,1024,all-bg,2.00,1000000,2,4634456,2.0053,2.311,0.0,0,0,0,0,0.0323,115330083,1.4,1783271774
ms,throughput,4,4,1,1024,prod-bg,2.00,1000000,2,4180151,2.0052,2.085,0.0,0,0,0,0,0.0015,122326417,3.6,1783271777
vyukov,throughput,4,4,1,1024,prod-bg,2.00,1000000,2,8078319,2.0052,4.029,0.0,0,0,0,0,0.0124,122304958,1.3,1783271779
faa,throughput,4,4,1,1024,prod-bg,2.00,1000000,2,17876673,2.0052,8.915,0.0,0,0,0,0,0.0018,120802625,1.3,1783271781
mutex,throughput,4,4,1,1024,prod-bg,2.00,1000000,2,22053394,2.0050,10.999,0.0,0,0,0,0,0.0064,121279417,1.5,1783271784
moody,throughput,4,4,1,1024,prod-bg,2.00,1000000,2,8283226,2.0051,4.131,0.0,0,0,0,0,0.0332,119203208,1.4,1783271786
ms,throughput,4,4,1,1024,cons-bg,2.00,1000000,2,27419260,6.2340,4.398,0.0,0,0,0,0,0.0349,124775125,480.0,1783271793
vyukov,throughput,4,4,1,1024,cons-bg,2.00,1000000,2,10239968,2.0052,5.107,0.0,0,0,0,0,0.0125,115462625,1.3,1783271795
faa,throughput,4,4,1,1024,cons-bg,2.00,1000000,2,22293474,2.0052,11.118,0.0,0,0,0,0,0.0034,123351208,1.3,1783271798
mutex,throughput,4,4,1,1024,cons-bg,2.00,1000000,2,23734250,2.0034,11.847,0.0,0,0,0,0,0.0006,125432500,1.6,1783271800
moody,throughput,4,4,1,1024,cons-bg,2.00,1000000,2,4817474,2.0053,2.402,0.0,0,0,0,0,0.2233,148295292,1.4,1783271803
ms,throughput,4,4,4,64,none,2.00,1000000,2,15091268,2.7441,5.500,0.0,0,0,0,0,0.1641,124657458,220.4,1783271806
vyukov,throughput,4,4,4,64,none,2.00,1000000,2,3702910,2.0053,1.847,0.0,0,0,0,0,0.7715,126356333,1.8,1783271808
faa,throughput,4,4,4,64,none,2.00,1000000,2,5096071,2.0057,2.541,0.0,0,0,0,0,0.0010,120740833,1.6,1783271811
mutex,throughput,4,4,4,64,none,2.00,1000000,2,9039562,2.0005,4.519,0.0,0,0,0,0,0.0536,141154709,1.8,1783271813
ms,throughput,4,4,4,8192,none,2.00,1000000,2,15007561,2.7082,5.541,0.0,0,0,0,0,0.1248,124700792,226.3,1783271937
vyukov,throughput,4,4,4,8192,none,2.00,1000000,2,4943519,2.0144,2.454,0.0,0,0,0,0,0.1281,119548042,2.0,1783271939
faa,throughput,4,4,4,8192,none,2.00,1000000,2,37549273,2.0023,18.753,0.0,0,0,0,0,0.0425,119864791,1.8,1783271942
mutex,throughput,4,4,4,8192,none,2.00,1000000,2,31202460,2.0031,15.577,0.0,0,0,0,0,0.0749,116987667,2.4,1783271944
moody,throughput,4,4,4,8192,none,2.00,1000000,2,16740891,2.0226,8.277,0.0,0,0,0,0,0.5355,125431583,2.0,1783271947
ms,latency,1,1,1,1024,none,2.00,1000000,2,2000000,2.0000,1.000,1341.1,167,8667,278709,1570542,0.0000,123729959,31.9,1783271949
vyukov,latency,1,1,1,1024,none,2.00,1000000,2,2000000,2.0000,1.000,396.5,125,4625,40583,479417,0.0000,120968875,31.7,1783271952
faa,latency,1,1,1,1024,none,2.00,1000000,2,2000000,2.0000,1.000,941.1,83,7875,241750,1048042,0.0000,121189000,31.7,1783271954
mutex,latency,1,1,1,1024,none,2.00,1000000,2,2000000,2.0000,1.000,1680.2,208,10292,120667,1621417,0.0000,124758625,31.8,1783271956
moody,latency,1,1,1,1024,none,2.00,1000000,2,2000000,2.0000,1.000,285.2,167,1333,21958,76333,0.0000,123710917,31.7,1783271959
spsc,latency,1,1,1,1024,none,2.00,1000000,2,2000000,2.0000,1.000,30907.6,167,360875,7805875,8792417,0.0000,121694583,31.8,1783271961
ms,latency,4,4,1,1024,none,2.00,1000000,2,2000000,2.0000,1.000,1605.5,500,11209,272417,2423167,0.0000,125626875,32.4,1783271964
vyukov,latency,4,4,1,1024,none,2.00,1000000,2,2000000,2.0000,1.000,2516.0,417,7000,783292,1686042,0.0000,122742750,31.8,1783271966
faa,latency,4,4,1,1024,none,2.00,1000000,2,2000000,2.0000,1.000,13590.3,333,100583,3100792,7082792,0.0000,121371000,31.8,1783271969
mutex,latency,4,4,1,1024,none,2.00,1000000,2,2000000,2.0000,1.000,116474.9,1791,3805125,16405125,22437166,0.0000,123133792,32.0,1783271971
moody,latency,4,4,1,1024,none,2.00,1000000,2,2000000,2.0000,1.000,675.0,458,2250,31417,1623375,0.0000,122296416,31.9,1783271974
ms,latency,4,4,4,1024,none,2.00,1000000,2,2000000,2.0000,1.000,8349273.6,6482584,31650292,42730417,52190625,0.0000,121260958,39.5,1783271976
vyukov,latency,4,4,4,1024,none,2.00,1000000,2,1979266,2.0000,0.990,5079558.5,1543583,38614583,64547292,87900958,0.0000,120112125,31.6,1783271979
faa,latency,4,4,4,1024,none,2.00,1000000,2,2000000,2.0000,1.000,1573788.2,877208,9575333,16146542,26519458,0.0000,125852750,31.9,1783271981
mutex,latency,4,4,4,1024,none,2.00,1000000,2,2000000,2.0000,1.000,5606846.5,1393583,42323500,68222500,80710458,0.0000,124557584,32.1,1783271984
moody,latency,4,4,4,1024,none,2.00,1000000,2,2000000,2.0000,1.000,8471347.2,1520709,68564917,109306500,132270417,0.0000,124719000,32.1,1783271987
ms,throughput,1,1,1,1024,none,2.00,1000000,3,29026724,2.6763,10.846,0.0,0,0,0,0,0.0000,124441792,375.5,1783271992
